360,90,15
1.15937,-0.92951,1.16413,-0.95247,1.18023,-0.94880,1.17582,-0.94117,1.10466,-1.04722,0.92957,-1.17604,0.65366,-1.30121,0.25936,-1.32873,-0.22230,-1.14997,-0.60907,-0.78110,-0.91711,-0.30900,-1.17685,0.41890,-1.25469,1.30784,-1.24943,1.90645,-1.24152,1.89457,-1.22751,1.39423,-1.18820,0.67790,-0.99863,0.04145,-0.69911,-0.51717,-0.30916,-0.92142,0.21605,-1.23720,0.68384,-1.37840,1.02317,-1.38895,1.26110,-1.29747,1.40398,-1.10351,1.45918,-1.04254,1.36821,-1.11885,1.09844,-1.40874,0.67272,-1.55119,0.17779,-1.44135,-0.35822,-1.09723,-0.80709,-0.60348,-1.11516,0.15323,-1.14091,0.90728,-1.02442,1.48993,-0.89329,1.98256,-0.85514,2.21754,-0.87423,1.98995,-0.91552,1.46309,-0.87759,0.82406,-0.70340,0.22660,-0.42359,-0.24795,-0.06755,-0.58187,0.31463,-0.82150,0.64799,-0.89096,1,2,8,5,4,5,7,7,6,4,8,8,7,3,7
0.56538,-1.51058,0.57806,-1.50929,0.58308,-1.50639,0.59267,-1.49961,0.60201,-1.50859,0.54997,-1.55323,0.45490,-1.59647,0.29114,-1.63148,0.02142,-1.65043,-0.30544,-1.56922,-0.65934,-1.37773,-0.95305,-1.08500,-1.22432,-0.63045,-1.49369,-0.08974,-1.67638,0.51649,-1.82369,1.02255,-1.98793,1.45265,-2.11148,1.71621,-2.16975,1.65226,-2.13423,1.24149,-1.98780,0.62090,-1.65866,-0.11182,-1.29270,-0.78005,-0.86228,-1.33043,-0.42007,-1.69128,0.01052,-1.88399,0.44563,-1.94601,0.83824,-1.79792,1.11189,-1.58346,1.31423,-1.36174,1.36011,-1.31766,1.27024,-1.39883,1.07298,-1.56563,0.77683,-1.66800,0.40631,-1.69213,-0.00177,-1.59835,-0.35747,-1.34825,-0.67946,-0.96082,-0.96180,-0.47293,-1.21166,0.04325,-1.39993,0.57558,-1.47565,0.95963,-1.48338,1.17000,-1.46510,1.24028,-1.42200,1.19834,1,2,5,1,2,2,4,5,4,3,5,4,5,2,2
0.77959,-1.70842,0.79293,-1.70731,0.79843,-1.70467,0.81010,-1.69820,0.83319,-1.68318,0.82699,-1.67890,0.65366,-1.71204,0.24879,-1.71046,-0.22230,-1.58282,-0.54622,-1.20971,-0.80368,-0.76703,-1.06493,-0.07777,-1.18378,0.69793,-1.23922,1.25464,-1.25190,1.56386,-1.29136,1.63726,-1.26595,1.25897,-1.13774,0.38263,-0.75888,-0.48526,-0.26079,-1.05056,0.33581,-1.39872,0.88294,-1.49204,1.29562,-1.56995,1.60392,-1.54458,1.71888,-1.49540,1.63089,-1.54418,1.34680,-1.68649,0.85993,-1.78174,0.22255,-1.80936,-0.29017,-1.39360,-0.64832,-0.82960,-0.93828,-0.15124,-1.06231,0.58291,-1.11032,1.05615,-1.09349,1.31792,-1.04668,1.36277,-0.97724,1.10071,-0.84642,0.50790,-0.57301,-0.11243,-0.21880,-0.60298,0.16025,-0.98149,0.52699,-1.20346,0.85817,-1.19180,1.12040,-1.07295,1.28358,-0.97597,1,2,6,4,4,4,6,5,5,4,4,6,5,3,5
-0.00913,-1.23861,-0.01776,-1.23708,-0.02384,-1.23381,-0.03003,-1.22661,-0.02133,-1.20936,-0.04501,-1.26403,-0.17280,-1.39110,-0.44006,-1.47351,-0.80504,-1.39342,-1.17449,-1.15440,-1.47385,-0.73927,-1.75674,-0.35373,-2.00422,0.31838,-2.08403,1.03735,-2.12160,1.52249,-2.18569,1.53720,-2.31008,1.19937,-2.33174,0.64624,-2.22959,0.04109,-2.01338,-0.55019,-1.66438,-1.01099,-1.21359,-1.44329,-0.65701,-1.83327,-0.13238,-2.02236,0.30741,-1.93624,0.60070,-1.70601,0.75672,-1.60543,0.76234,-1.65199,0.62879,-1.77709,0.31149,-1.82368,-0.15736,-1.77424,-0.67590,-1.53916,-1.08340,-1.15126,-1.33472,-0.68557,-1.47828,-0.33042,-1.56428,0.02679,-1.61580,0.46827,-1.66254,0.80161,-1.66543,0.76880,-1.56425,0.43366,-1.35350,0.09236,-1.06957,-0.26125,-0.73009,-0.65974,-0.36713,-0.99752,-0.00478,-1.15817,1,2,4,2,3,3,4,4,4,3,4,4,4,3,3
0.52642,-0.91712,0.52923,-0.90296,0.54391,-0.89923,0.55312,-0.90391,0.57181,-0.91008,0.52945,-0.96233,0.33981,-0.98027,0.05802,-0.78904,-0.24350,-0.39243,-0.33684,0.04848,-0.30882,0.66260,-0.20018,1.26049,0.21401,2.90727,-0.09932,1.78426,-0.24761,1.20553,-0.23734,0.56502,-0.15514,-0.09685,0.07952,-0.78039,0.41282,-1.41048,0.89948,-1.80914,1.49768,-1.72188,1.98393,-1.18353,2.14707,-0.50031,2.05732,-0.29253,1.95773,-0.54841,1.85625,-0.99403,1.74370,-1.42705,1.49960,-1.86280,1.06795,-1.98682,0.54547,-1.72810,0.12161,-1.27039,-0.15107,-0.74388,-0.29065,-0.29183,-0.31465,0.14806,-0.33372,0.73029,-0.23187,1.48670,-0.16026,1.98880,0.11811,2.83116,0.10282,2.78494,-0.07038,1.95486,-0.10905,1.67634,-0.22052,0.98617,-0.17646,0.43035,-0.05722,-0.11747,0.17556,-0.63588,1,3,7,4,2,5,6,6,3,4,6,6,6,5,4
1.34438,-1.05311,1.36920,-0.95247,1.33687,-0.91160,1.36361,-0.94117,1.39619,-0.71055,1.27835,-0.22063,0.95703,0.22645,0.49248,0.60623,0.04256,0.85213,-0.30544,0.82275,-0.50471,0.60708,-0.53591,0.26715,-0.47473,-0.15604,-0.37410,-0.59219,-0.25794,-0.95802,-0.18412,-1.07907,-0.21073,-0.85667,-0.19870,-0.43920,-0.04152,-0.02265,0.23474,0.30531,0.67119,0.45931,1.18747,0.40777,1.62483,0.19084,1.88036,-0.25958,1.96856,-0.90757,1.94207,-1.47945,1.95829,-1.81625,2.02000,-1.57086,2.04510,-0.95419,1.94936,-0.34227,1.62788,0.08355,1.13905,0.42570,0.56561,0.69038,0.02198,0.69885,-0.29424,0.30024,-0.37564,-0.26243,-0.31052,-0.74272,-0.19720,-0.98752,-0.15636,-0.78001,-0.12603,-0.26637,0.02097,0.21315,0.33318,0.52175,0.74016,0.63794,1.17355,0.56140,1.53265,0.32374,4,1,4,5,2,5,5,6,3,5,6,5,6,4,3
0.75039,0.66548,0.74410,0.66867,0.72990,0.72405,0.75082,0.69707,0.79302,0.58624,0.81670,0.60912,0.75826,0.25212,0.56667,-0.03877,0.36045,-0.13536,0.06104,-0.03448,-0.33974,0.06576,-0.76991,0.21196,-0.95080,0.79279,-1.27995,1.33613,-1.47967,1.79812,-1.55755,1.92321,-1.55476,1.69105,-1.49710,1.00290,-1.17737,0.63132,-0.96184,0.32142,-0.38281,-0.04156,0.25046,-0.16050,0.67125,-0.40156,1.00672,-0.21011,1.24113,0.26796,1.41630,0.60798,1.51841,0.74622,1.48873,0.60225,1.29852,0.23981,0.94655,-0.40599,0.51208,-0.27855,0.03478,-0.12005,-0.53373,0.06114,-0.84510,0.43088,-1.01453,0.54390,-1.13291,1.08735,-1.23076,1.47745,-1.26375,1.57603,-1.23031,1.47647,-1.14671,1.14712,-0.88917,0.79038,-0.63581,0.61462,-0.36706,0.32652,0.00476,0.12138,0.29581,0.10513,1,2,4,5,5,4,4,4,4,3,4,4,5,4,4
1.05224,0.25746,1.05667,0.26030,1.08235,0.22841,0.97817,-0.07240,0.75279,-0.56097,0.43716,-0.78632,-0.05771,-0.55662,-0.64140,-0.24934,-0.88984,0.10810,-1.08024,0.56006,-1.08208,1.32882,-1.04457,1.49503,-1.00144,1.44339,-0.98481,0.83368,-0.78600,0.39249,-0.64191,0.10755,-0.31065,-0.12665,0.19543,-0.28419,0.68784,-0.30981,0.98409,-0.43723,1.21017,-0.07387,1.33976,0.13174,1.30701,0.89848,1.33851,0.87717,1.29541,0.52922,1.21241,-0.18495,1.04641,-0.32420,0.77316,-0.54918,0.43115,-0.55082,-0.00049,-0.59709,-0.43632,-0.40451,-0.81800,-0.12005,-0.93547,0.26063,-1.02868,0.60953,-1.06386,1.20324,-0.98914,1.69334,-0.99603,1.42368,-0.93915,0.78829,-0.76738,0.44833,-0.57144,0.21825,-0.14621,-0.09559,0.27779,-0.08875,0.59499,0.06697,0.79278,0.02080,0.97438,0.37233,1,2,5,5,5,4,4,4,3,3,5,4,5,4,4
1.06196,0.41818,1.05667,0.42116,1.05295,0.33997,0.98803,-0.24617,0.78293,-0.77293,0.48845,-0.86175,0.04689,-0.94178,-0.46126,-0.76271,-0.81567,-0.50060,-0.98600,-0.18655,-1.02019,0.14904,-1.05478,0.39130,-1.11288,0.67082,-1.06621,1.36329,-1.09657,1.32960,-1.06778,0.53642,-0.87717,0.11175,-0.45377,-0.33068,0.09002,-0.58098,0.54899,-0.48562,0.88680,-0.42936,1.11723,-0.38785,1.38648,0.00984,1.67024,0.31705,1.83828,0.62719,1.83478,0.54324,1.67936,0.19483,1.34781,-0.38699,0.89228,-0.77672,0.41177,-0.59709,-0.07925,-0.62488,-0.55561,-0.43196,-0.89317,0.01506,-1.06950,0.32670,-1.35003,0.58694,-1.55471,1.08735,-1.58760,1.27562,-1.50489,1.21553,-1.20250,0.54183,-0.79412,0.27210,-0.49911,-0.02844,-0.10978,-0.18162,0.33175,-0.12767,0.65114,-0.00435,0.83694,0.10513,1,2,5,4,4,4,5,5,4,3,5,5,5,3,5
0.89643,0.15854,0.90038,0.18605,0.91594,0.15405,0.86943,0.02689,0.77290,-0.41132,0.51921,-0.59775,0.20384,-0.46678,-0.23871,-0.43364,-0.68853,-0.25714,-0.88131,0.13144,-1.09236,0.31561,-1.24807,1.01218,-1.33570,1.25362,-1.30032,1.28180,-1.25190,1.01264,-1.03585,0.55075,-0.79942,0.03722,-0.25665,-0.25317,0.19758,-0.19817,0.64572,-0.19506,0.94668,-0.25158,1.21090,0.29413,1.34105,0.73390,1.34955,0.87717,1.30630,0.82314,1.21241,0.47851,1.00348,-0.21062,0.65394,-0.50056,0.11277,-0.59919,-0.51298,-0.48561,-1.07230,-0.34153,-1.47402,0.09822,-1.60138,0.85917,-1.68158,1.45807,-1.67564,1.77663,-1.60264,1.69334,-1.46555,1.38328,-1.29156,0.76158,-1.02661,0.23475,-0.58070,-0.09138,-0.08120,-0.09559,0.36086,-0.07545,0.63126,-0.06281,0.80166,0.09624,0.99156,0.39663,1,2,6,6,6,4,5,6,5,3,6,5,6,5,6
