846,18,4
0.16058,0.50895,0.05782,0.27081,1.30729,0.31154,-0.20584,0.13657,-0.22494,0.75833,-0.40238,-0.34493,0.28581,-0.32906,-0.07671,0.38099,-0.31372,0.18396,1,2,2,2
-0.32547,-0.62627,0.12126,-0.83524,-0.59540,0.09408,-0.59711,0.52084,-0.61095,-0.34458,-0.59361,-0.62242,-0.51352,-0.06177,0.53361,0.15693,0.01094,0.45298,1,2,3,2
1.25419,0.83330,1.51700,1.19750,0.54622,0.31154,1.14854,-1.14434,0.93309,0.68940,1.09556,1.10477,1.39258,0.07188,1.55081,-0.40324,-0.15139,0.04945,3,1,3,2
-0.08244,-0.62627,-0.00562,-0.29717,0.16568,0.09408,-0.74760,0.64893,-0.61095,-0.34458,-0.91232,-0.74134,-1.46656,-1.26457,-0.07671,-0.29121,1.63423,1.52906,1,2,3,3
-1.05454,-0.13975,-0.76694,1.07792,5.23951,9.44496,-0.59711,0.52084,-0.61095,-0.27565,1.66925,-0.65073,0.40879,7.28867,0.53361,-0.17917,-1.45003,-1.69918,2,3,1,3
1.61873,1.96852,1.51700,0.09145,-1.48332,-0.55831,2.59323,-1.91289,2.86314,1.44765,2.91222,2.92822,2.74529,1.67561,-0.28015,-0.40324,-1.28770,-1.69918,2,2,1,2
0.40361,-0.30192,-0.57661,0.12134,0.41937,-0.55831,-0.47672,0.13657,-0.61095,-0.34458,-0.40238,-0.44687,-0.08311,-0.86363,1.34737,-1.29950,1.79656,1.12553,3,2,1,2
-0.44698,-0.30192,-1.02071,-0.35695,0.41937,0.09408,-0.95828,0.90512,-0.99696,-0.13778,-0.84858,-0.89990,-0.32906,-0.72999,-0.68703,-1.07544,0.66026,0.85651,1,2,2,2
-0.93303,-1.76149,-1.27448,-0.86514,-0.08801,-0.34085,-1.40975,1.67366,-1.38297,-1.44749,-1.51788,-1.22835,-1.92772,-1.13092,-0.89047,0.15693,1.79656,1.66357,1,2,3,2
-0.08244,-0.13975,1.00946,0.83878,0.03883,0.52900,0.42620,-0.63198,0.54708,-0.13778,0.42627,0.36859,-0.69798,-1.13092,-0.48359,0.15693,0.98491,1.12553,3,2,3,1
-0.93303,-1.43714,-0.76694,-0.77546,-0.08801,0.09408,-1.07867,1.16130,-0.99696,-1.24069,-1.13542,-0.98484,-1.46656,-0.86363,-0.89047,-0.29121,0.82259,0.85651,1,3,4,2
-0.44698,-1.76149,-1.02071,-0.98471,-0.84909,-0.55831,-1.37965,1.67366,-1.38297,-2.06788,-1.29478,-1.22268,-1.74326,-0.99728,-0.28015,1.50132,1.14724,0.85651,1,2,3,2
-0.69001,0.18460,-0.51317,0.06155,0.79991,-0.55831,-0.50682,0.26466,-0.61095,0.00008,-0.27490,-0.51482,0.53176,-0.19541,-0.28015,-0.17917,0.01094,-0.08506,2,2,1,3
-0.56849,-0.46409,0.18470,-0.74556,-0.46855,0.31154,-0.50682,0.39275,-0.61095,-0.27565,-0.49800,-0.53747,-0.42129,-0.06177,0.33017,0.04489,-0.31372,0.18396,1,2,2,2
0.03907,0.67112,-0.19595,1.01814,1.18045,-0.77577,0.15533,-0.50389,0.16107,0.41367,0.23504,0.14207,0.96217,-0.19541,-0.07671,-1.18747,1.30957,0.45298,4,2,1,3
0.28209,1.64417,1.32668,0.95835,0.41937,0.09408,1.05825,-1.14434,0.93309,1.24086,1.22305,1.04247,2.19191,0.20552,-0.07671,-1.18747,-0.47605,-0.21957,4,2,3,1
-0.56849,-1.43714,-1.97235,-1.79183,-1.22962,-0.55831,-1.53014,2.05794,-1.38297,-1.30962,-1.64536,-1.32462,-1.52805,1.00739,-0.89047,0.15693,-1.28770,-1.43016,1,2,4,3
