841,70,4
1.49521,0.71882,-0.55310,-0.41379,0.56921,2.26298,-0.09140,0.55444,0.94628,0.08040,-0.15412,-0.98625,0.06591,-0.61010,-1.18762,-0.45024,3.00415,-0.94253,1.52790,1.32850,0.45921,0.63237,-0.49035,2.87942,-1.24170,-0.40443,0.52752,0.22806,-0.24983,-0.63314,-0.11609,0.06202,0.68673,0.66229,-1.05980,1.05549,0.09368,-0.64543,0.53901,-0.51870,1.41145,-0.77210,0.41400,-0.67408,0.71584,-0.25044,-0.72894,-0.10751,-0.17392,-0.42333,-0.33363,0.25402,-0.48426,0.03657,0.00356,-0.73764,0.17751,-0.38729,0.42074,1.15245,0.87377,0.25689,0.07973,0.28646,1.84528,-0.20984,-1.04221,-1.01150,-0.90675,-1.34343,1,2,3,3
0.42477,0.24375,-0.55310,0.04486,-0.83293,0.42061,-0.35553,0.92088,1.63292,-0.43380,-0.40530,-0.73807,1.74573,-0.14951,0.10214,-0.45024,0.62142,0.98727,0.04337,0.29087,0.23389,0.19066,-0.49035,1.62464,-1.43610,-0.72410,-0.54571,1.15018,-0.01336,0.13680,-0.11609,-0.40790,1.08367,0.30548,-0.30335,1.05549,-0.56724,-0.27742,0.75254,0.12124,0.30997,-0.28092,0.18614,-0.46152,0.71584,0.71791,2.31342,1.04673,0.69673,-0.42333,-0.04380,0.25402,-0.48426,0.74357,-0.74522,-0.08601,0.25527,-0.78449,-0.54210,0.29040,1.25901,-0.26877,0.81653,0.57123,-0.11021,-0.01332,-0.10478,0.77241,-0.90675,-1.34343,1,2,3,3
1.49521,-1.65652,-0.55310,-0.41379,-1.08787,-0.68481,2.28582,-0.36164,0.03075,1.36589,1.60418,0.25468,1.46576,0.77166,0.61804,0.46217,-0.96707,2.91707,0.25545,-1.26558,0.00857,1.51581,1.81993,0.05617,-0.65847,0.55458,0.66168,-0.69406,0.57783,0.79675,-0.11609,0.53195,1.08367,0.30548,-0.11423,-0.12218,0.49022,1.56259,-0.38625,-0.51870,1.04429,-0.77210,0.41400,-0.24896,1.15688,0.47583,2.31342,0.27724,2.00271,-1.47797,-0.94548,-0.20148,-0.03474,-0.31693,0.00356,-0.30322,0.09976,-0.78449,-0.54210,0.09146,-0.08932,1.04537,-0.28868,0.28646,0.28088,-0.01332,0.08271,-0.50181,0.63484,-1.34343,1,2,3,2
0.91134,-0.46885,-0.55310,-0.29913,0.44174,0.05214,-0.35553,1.28731,0.94628,0.98024,0.59944,-0.24169,-0.49402,-0.61010,-0.92967,0.91838,-0.96707,1.95217,1.31583,-1.00617,1.58581,0.19066,-0.82039,1.05999,-1.14449,-0.72410,-0.00909,-1.15512,0.10488,-0.96311,1.06020,-0.87783,0.68673,-0.76497,-0.77613,0.17224,-0.03851,-0.27742,1.10841,0.33456,-0.79151,0.21026,-0.26959,-0.46152,1.15688,-0.25044,-1.23600,-0.10751,1.13206,-0.57399,0.08501,1.84826,-0.03474,-0.67043,0.00356,-0.08601,-0.13350,-0.78449,-0.54210,0.22409,0.68115,-0.79442,0.44813,1.42552,0.67198,-0.40635,1.39511,-0.24697,-0.39288,-1.34343,1,2,3,3
-0.15910,-0.94392,-0.55310,-0.06981,-0.32306,0.78909,2.54996,0.73766,-0.65589,0.46605,1.85536,-0.98625,0.34588,1.23224,-0.41377,0.00597,-0.96707,1.95217,0.67960,0.29087,-0.21675,0.19066,1.65491,0.11891,-1.14449,-0.08476,1.60076,0.22806,0.10488,0.24679,2.23649,-0.87783,-0.10714,1.01911,-0.68158,0.46666,0.75459,0.09058,1.60663,-1.15864,0.67713,1.68380,2.23689,-0.03640,-0.16624,0.96000,1.29930,0.66198,-1.04458,-1.02598,0.31043,1.16501,-1.38330,-0.67043,0.00356,-0.52043,-0.83329,0.00992,-0.54210,0.02515,-0.28194,0.51972,-0.28868,2.27982,-0.50131,-0.20984,1.20762,1.28211,-0.90675,-1.34343,1,2,4,3
-0.35373,-0.23132,-0.55310,-0.41379,-0.96040,-0.31634,2.81410,-0.36164,1.17516,-0.04815,0.34825,0.25468,1.18579,0.31107,3.19756,-0.90645,-0.17283,-0.46008,-1.01701,-1.00617,-0.66738,-0.69277,0.99483,0.11891,-0.65847,2.15292,-1.48479,-1.15512,1.16903,0.24679,-0.70424,0.53195,-0.10714,0.30548,-0.01968,-0.41660,2.07641,0.09058,-0.10156,-0.30539,0.67713,-0.28092,-0.26959,-0.03640,1.59792,1.20209,-0.72894,0.27724,-0.60925,0.48065,-0.59125,-0.65698,-1.38330,0.39007,-0.74522,0.13120,-0.60003,0.40712,-0.54210,-0.63796,0.29591,0.25689,-1.39388,0.57123,1.06308,-0.40635,0.64517,-0.24697,-0.05031,-1.34343,1,3,4,2
0.32746,-0.23132,-0.55310,0.96214,-0.83293,-0.31634,0.43688,0.55444,1.17516,-0.17670,0.09707,0.99924,0.34588,-0.14951,1.64985,-0.45024,-0.96707,0.98727,0.04337,-0.22795,-0.10409,0.63237,0.66479,-0.06930,-0.95008,-0.40443,-1.21648,-0.23300,-0.13159,2.22664,0.47205,-0.87783,-0.90101,0.66229,-0.01968,0.76107,-0.17069,-0.27742,0.39666,-0.09207,1.04429,1.19262,-0.26959,-0.67408,-0.16624,1.20209,1.29930,1.43147,-0.17392,0.17933,-0.49464,-0.65698,-0.48426,-0.31693,0.75234,-0.30322,-1.06655,0.40712,-0.06068,0.29040,-0.66718,-0.53159,-0.28868,-0.85261,0.28088,0.77274,-0.66724,0.26272,-0.22159,-1.34343,1,2,4,3
0.71671,-0.70639,0.69063,-0.52845,0.63294,0.05214,0.43688,0.73766,-1.11365,1.10879,-0.15412,-1.23444,1.46576,-1.07068,-0.67172,-0.45024,0.62142,-0.94253,0.25545,0.03146,0.68453,-0.25106,-1.15043,1.56190,-0.17245,-0.72410,-0.67986,0.22806,0.22312,-0.41315,-0.70424,0.06202,-0.90101,0.30548,-0.68158,-1.29985,0.09368,0.09058,1.03723,-0.09207,-0.05719,2.17498,-0.95317,-0.67408,0.71584,0.23374,-0.72894,0.27724,0.26140,-0.72465,-0.07601,-0.65698,0.41478,-1.02393,0.00356,-0.08601,0.79954,0.40712,-1.02352,-0.43903,0.10330,-1.05725,-0.65708,-0.28307,1.06308,0.37971,0.08271,-0.50181,-0.05031,-1.34343,1,2,3,3
0.32746,0.71882,-0.55310,-0.18447,-0.45053,-0.31634,0.96515,-1.09451,0.94628,-0.69089,0.34825,-0.48988,0.62585,0.77166,0.87599,-0.90645,-0.17283,0.02237,0.04337,0.29087,0.34655,0.63237,0.99483,1.31095,-1.14449,0.23491,-0.27740,0.22806,0.45960,0.35679,-0.11609,-0.40790,1.08367,-0.76497,-0.01968,-0.71101,1.81205,-0.27742,-0.52860,-0.51870,0.30997,-0.28092,0.18614,-0.46152,-1.04833,1.20209,-0.72894,1.81622,-0.17392,-1.02598,-0.84887,-0.20148,-0.93378,-0.31693,-0.74522,1.43447,0.72179,0.00992,-0.06068,-0.24009,0.10330,0.51972,0.81653,0.28646,-0.89241,-0.60287,-0.29226,1.79180,-0.05031,-1.34343,1,2,4,3
2.27372,-0.23132,-0.55310,-0.06981,-0.83293,0.42061,0.96515,0.00479,1.86180,0.20895,-0.65648,-0.48988,0.06591,-0.14951,0.61804,2.28700,-0.96707,-0.94253,0.25545,-1.26558,-0.55473,-0.25106,-0.32533,0.80904,0.31357,0.23491,1.33245,-0.23300,0.81431,0.02681,2.82464,-0.40790,-1.29795,-0.40815,-0.58702,0.46666,1.41550,0.45858,-0.10156,-0.73202,0.67713,-0.77210,0.64186,-0.24896,0.27480,-0.00835,-0.22188,0.66198,-1.04458,-0.27266,-0.33363,-0.42923,0.41478,3.21808,0.00356,-0.73764,-0.13350,-0.38729,0.42074,0.09146,-0.66718,0.25689,-1.39388,0.28646,-0.11021,-0.01332,0.08271,0.26272,-0.56417,-1.34343,1,2,3,2
