2310,18,7
1.27619,0.94974,2.41067,-0.19455,-0.39306,-0.11512,-0.36395,-0.13094,0.59154,0.56019,0.71314,0.46969,-0.76545,1.29648,-1.42905,0.70107,-0.47269,-0.43861,3,3,3,2,3,1,3
-0.16334,0.11454,-0.35705,-0.19455,-0.59895,-0.12174,-0.57944,-0.13399,-0.94746,-0.93697,-0.95667,-0.93612,0.86557,-0.83857,0.55283,-0.99230,2.51076,-0.49214,3,3,1,3,2,3,3
1.05683,-1.43406,-0.35705,-0.19455,-0.35188,-0.11011,-0.36395,-0.12276,2.25281,2.25719,2.19656,2.29114,-1.79203,1.47251,-0.69787,2.20543,-0.99687,-0.60649,2,1,2,2,2,2,2
-1.27383,0.86274,-0.35705,-0.19455,-0.06364,-0.08760,1.82176,-0.02541,0.17137,0.19225,0.19994,0.11518,0.05006,0.33116,-0.61128,0.18063,-0.70086,-0.41162,3,3,3,2,3,1,3
-0.87624,1.28034,-0.35705,-0.19455,-0.16658,-0.09354,0.05164,-0.10746,0.32857,0.32547,0.39909,0.24354,-0.29533,0.74000,-0.95763,0.38259,-0.54310,-0.42678,3,3,3,2,3,1,3
0.33022,1.07154,-0.35705,-0.19455,-0.12541,-0.10351,0.17478,-0.10746,0.32178,0.35719,0.35313,0.24660,0.05965,0.47312,-0.86142,0.33599,-0.66154,-0.38179,3,3,3,2,3,1,3
0.98828,1.83713,-0.35705,-0.19455,-0.18717,-0.09223,-0.34856,-0.13056,-0.50594,-0.53413,-0.60432,-0.35546,0.15560,-1.07138,1.65921,-0.55730,-0.39944,2.59838,2,2,2,2,2,2,1
-1.31496,-0.21606,-0.35705,-0.19455,-0.55777,-0.12197,-0.50248,-0.13762,-0.82907,-0.74031,-0.86986,-0.85666,1.47960,-0.95214,0.12951,-0.89132,0.60133,0.30100,1,2,2,2,2,2,2
-1.69883,-0.73806,-0.35705,-0.19455,3.80708,5.83776,1.88333,3.35244,-0.41182,-0.53730,-0.31326,-0.40436,-0.80382,0.31981,0.26420,-0.33981,0.73771,-0.69612,4,5,1,3,2,4,5
-0.76657,-0.66846,2.41067,-0.19455,0.45108,0.05572,0.42106,0.02036,-0.40891,-0.35333,-0.36943,-0.50521,0.83679,-0.07200,-0.71711,-0.39677,0.04605,-0.19222,1,4,2,3,3,4,4
0.37134,-0.70326,-0.35705,-0.19455,0.94522,-0.09772,-0.41013,-0.12863,-0.27597,-0.27086,-0.25198,-0.30656,0.27073,-0.06632,-0.15911,-0.27766,-0.52343,-0.45330,3,5,5,2,1,4,5
1.68748,0.51474,-0.35705,-0.19455,-0.59895,-0.12593,-0.64101,-0.13970,-0.96104,-0.93697,-0.98986,-0.93918,0.99989,-0.98053,0.65865,-1.02596,2.02399,-0.47346,3,4,2,4,1,4,4
0.16570,0.30594,-0.35705,-0.19455,-0.68131,-0.12430,-0.65641,-0.13789,-0.96978,-0.93697,-1.01284,-0.93918,1.08624,-1.08274,0.74524,-1.04926,-1.38343,-0.47346,3,3,2,3,1,3,3
-0.53350,1.28034,2.41067,4.39131,-0.10482,-0.09496,-0.31777,-0.12143,0.68567,0.66804,0.77186,0.59194,-0.71748,1.13748,-1.20777,0.76063,-0.62017,-0.45639,3,3,3,2,3,1,3
1.30361,1.68053,2.41067,-0.19455,0.14225,-0.10214,-0.04071,-0.06959,-0.80190,-0.77520,-0.89284,-0.70997,0.89435,-1.26445,1.24552,-0.85766,0.00202,2.16651,2,2,2,2,2,2,1
1.12538,-0.14646,-0.35705,-0.19455,-0.31071,-0.11998,-0.62562,-0.13963,-0.93872,-0.92428,-0.94901,-0.93001,0.89435,-0.83857,0.52396,-0.98453,2.21870,-0.45478,3,3,2,3,1,3,3
-1.63028,-1.26006,-0.35705,-0.19455,-0.08423,-0.08273,-0.22542,-0.10436,-0.45742,-0.40091,-0.42560,-0.54494,0.88476,-0.16285,-0.61128,-0.45373,0.06995,-0.20608,1,2,2,2,2,2,2
1.07054,1.01934,-0.35705,-0.19455,0.67756,-0.06986,0.32870,-0.11120,0.46830,0.47455,0.54973,0.35967,-0.32411,0.92739,-1.24625,0.53536,-0.52647,-0.39964,2,2,2,2,2,1,2
1.61893,-0.05946,-0.35705,-0.19455,0.94522,-0.03010,-0.24081,-0.10901,0.28297,0.34133,0.27909,0.22826,0.29951,0.20624,-0.64977,0.26090,-0.79546,-0.35459,3,3,3,1,3,2,3
0.28909,-0.45966,-0.35705,-0.19455,3.04529,-0.02479,-0.50248,-0.13044,0.28588,0.37622,0.23313,0.25882,0.58734,-0.11743,-0.39001,0.21429,-1.00665,-0.30928,2,2,2,1,2,2,2
0.81006,0.37554,-0.35705,-0.19455,-0.43424,-0.11369,-0.61023,-0.13557,-0.95619,-0.92745,-0.98731,-0.93612,1.03826,-0.99189,0.63941,-1.02337,0.44197,-0.36120,3,3,2,3,1,3,3
0.72780,0.07974,-0.35705,-0.19455,-0.53718,-0.11974,-0.42552,-0.13667,-0.81549,-0.71176,-0.86731,-0.84444,1.60432,-1.01460,0.11027,-0.86801,0.59940,0.41527,1,2,2,2,2,2,2
0.09715,0.18414,-0.35705,-0.19455,0.28637,-0.05696,-0.25621,-0.11394,-0.80870,-0.87353,-0.75241,-0.80471,0.06925,-0.28778,0.41814,-0.78516,1.78324,-0.66260,4,4,1,3,2,4,4
-0.57463,-1.66026,-0.35705,-0.19455,-0.55777,-0.12430,-0.42552,-0.13246,1.98887,1.90193,1.99741,2.04054,-2.40606,1.68828,-0.44773,2.00347,-0.81215,-0.66342,2,1,2,2,2,2,2
0.01489,1.97633,-0.35705,-0.19455,-0.35188,-0.12197,-0.39474,-0.13189,-0.81937,-0.81644,-0.91837,-0.69469,0.69287,-1.33259,1.56300,-0.84471,0.55603,2.23956,2,3,2,3,3,3,1
1.37216,-1.13826,-0.35705,-0.19455,-0.57836,-0.11793,-0.54866,-0.13435,-0.75241,-0.77837,-0.69113,-0.79248,0.37626,-0.20828,-0.02442,-0.72301,0.85573,-0.45674,2,2,2,2,1,2,2
-1.52060,-0.05946,-0.35705,-0.19455,-0.57836,-0.12436,-0.54866,-0.13516,-0.92902,-0.93697,-0.92603,-0.91473,0.68328,-0.74204,0.57207,-0.96123,2.51076,-0.61671,3,3,1,3,2,3,3
