5472,10,5
-0.28869,-0.71991,-0.23995,-0.39645,0.17726,-0.75021,-0.05630,-0.27709,-0.38182,-0.60180,1,2,3,3,2
-0.23595,-0.71991,-0.23851,-0.40387,0.34059,0.56252,-0.03791,-0.27394,-0.37438,-0.60778,1,3,3,3,2
-0.23595,-0.62402,-0.22490,-0.34549,-0.45917,-0.25794,-0.02590,-0.26371,-0.35152,-0.59582,1,3,4,4,2
-0.28869,-0.71991,-0.23995,-0.39645,0.01393,-0.24622,-0.02734,-0.27788,-0.38022,-0.61973,1,3,4,4,2
-0.23595,-0.75478,-0.24346,15.48340,0.74048,0.93173,-0.05746,-0.28103,-0.38501,-0.61375,1,2,4,4,3
-0.28869,-0.71119,-0.23892,-0.39008,1.02209,1.25991,-0.05470,-0.27079,-0.37278,-0.58387,1,2,2,2,2
-0.23595,-0.74606,-0.24222,-0.41979,0.27301,-0.45133,-0.05384,-0.28024,-0.38501,-0.61375,1,3,3,3,2
-0.28869,-0.72862,-0.24099,-0.40282,-0.20009,-2.64898,0.05474,-0.28024,-0.38873,-0.63168,1,2,4,4,3
-0.28869,-0.73734,-0.24202,-0.40919,0.17726,-1.55309,0.05474,-0.28024,-0.38713,-0.63168,1,3,4,4,2
-0.28869,-0.76349,-0.24511,-0.42830,2.43013,1.25991,0.02578,-0.28181,-0.38873,-0.63168,1,4,5,2,3
-0.28869,-0.75478,-0.24408,-0.42193,0.92634,-0.30482,0.02578,-0.28181,-0.38819,-0.63168,1,4,4,3,2
-0.28869,-0.72862,-0.24099,-0.40282,0.36312,-0.30482,0.09816,-0.27788,-0.38235,-0.63168,1,2,5,4,3
-0.28869,-0.71991,-0.23995,-0.39645,0.34059,0.42187,-0.01765,-0.27630,-0.37810,-0.61973,1,3,4,4,2
-0.23595,-0.71991,-0.23851,-0.40387,0.20542,0.56252,-0.02850,-0.28732,-0.00232,-0.61375,1,3,4,4,2
-0.28869,-0.71119,-0.23892,-0.39008,0.03646,-1.81681,0.12712,-0.27630,-0.38394,-0.63168,1,2,4,4,3
-0.23595,-0.71991,-0.23851,-0.40387,0.20542,0.97861,-0.02850,-0.27473,-0.37278,-0.61375,1,3,4,4,2
-0.28869,-0.61530,-0.22758,-0.32001,-0.76894,-2.25634,-0.01041,-0.27079,-0.37384,-0.61375,1,2,5,4,3
-0.28869,-0.73734,-0.24202,-0.40919,0.17726,-1.31867,-0.01765,-0.28024,-0.38660,-0.62571,1,3,3,3,2
-0.34143,-0.72862,-0.24222,-0.39326,0.27301,-1.67029,0.05474,-0.28024,-0.38766,-0.63168,1,2,3,3,2
-0.34143,-0.72862,-0.24222,-0.39326,0.50393,0.04094,-0.01041,-0.27945,-0.38394,-0.62571,1,3,4,4,2
-0.34143,-0.62402,-0.23232,-0.29772,-0.66756,-1.50620,-0.05282,-0.27394,-0.37384,-0.59582,1,2,4,4,3
-0.28869,-0.71991,-0.23995,-0.39645,0.34059,0.59182,-0.05384,-0.27630,-0.37756,-0.60180,1,2,2,2,2
-0.28869,-0.74606,-0.24305,-0.41556,0.74048,0.08783,0.05474,-0.28024,-0.38554,-0.63168,1,2,3,3,2
0.13324,-0.56300,-0.18015,-0.37979,-0.75768,-2.92442,0.06718,-0.22828,-0.34461,-0.59582,1,2,4,3,2
0.13324,-0.56300,-0.18015,-0.37979,-0.09872,-0.61542,-0.00317,-0.19837,-0.27658,-0.52409,1,2,2,2,2
-0.18321,-0.64145,-0.22408,-0.36823,-0.26768,-0.83226,-0.05282,-0.25977,-0.35577,-0.55398,1,2,3,3,3
-0.18321,0.11695,-0.09849,0.02759,-0.41412,-0.55096,-0.06455,-0.12044,-0.12935,0.08558,1,2,2,2,2
0.02776,-0.70247,-0.22676,-0.41498,-0.14377,-0.93188,-0.04081,-0.26135,-0.36109,-0.57789,1,3,3,3,2
0.02776,-0.71119,-0.22903,-0.41788,1.19105,1.25991,-0.01620,-0.24796,-0.34727,-0.57789,1,2,3,3,3
0.02776,-0.71119,-0.22903,-0.41788,0.22795,-1.80508,0.43112,-0.25977,-0.37172,-0.63168,1,3,3,3,2
0.02776,-0.71119,-0.22903,-0.41788,1.31496,1.25991,-0.00476,-0.24639,-0.34727,-0.58387,1,2,2,2,2
0.02776,-0.47582,-0.16778,-0.33969,0.07588,-0.75021,-0.00129,-0.17239,-0.25957,-0.49421,1,2,2,2,2
-0.39417,0.20412,-0.17727,0.75862,0.23358,-1.83439,0.11119,-0.17869,-0.30900,-0.57789,2,1,4,4,3
-0.39417,-0.26661,-0.21067,0.18534,0.59967,-1.81681,1.12597,-0.22199,-0.34939,-0.63168,2,1,3,3,3
-0.44691,-0.60658,-0.23892,-0.12255,1.72611,-0.64472,0.30083,-0.26686,-0.37969,-0.63168,2,1,4,3,4
-0.44691,0.09951,-0.20552,1.16733,0.96576,-0.24622,0.06776,-0.20231,-0.31432,-0.57789,2,1,3,3,3
-0.02498,-0.44967,-0.16881,-0.32001,0.32370,0.94931,-0.04486,-0.16058,-0.20270,-0.32685,1,2,2,2,2
-0.07772,-0.59787,-0.20820,-0.36673,0.34059,-0.07626,-0.04660,-0.22435,-0.31644,-0.47628,1,2,2,2,2
-0.02498,0.07336,-0.04508,-0.12892,0.05899,0.29294,-0.05789,0.00394,0.04073,0.36053,1,2,2,2,2
-0.07772,-0.34507,-0.15438,-0.26408,0.71795,1.01377,-0.05109,-0.11256,-0.16496,-0.14155,1,2,2,2,2
-0.34143,0.91021,-0.08715,1.10363,-0.59435,-3.00061,0.40216,-0.12752,-0.28136,-0.60180,2,1,4,4,3
-0.44691,-0.58915,-0.23810,-0.09070,2.14852,-0.20519,0.38769,-0.26213,-0.37650,-0.63168,2,1,3,3,3
-0.44691,-0.62402,-0.23975,-0.15440,2.46392,0.28122,0.32978,-0.26528,-0.37810,-0.63168,2,1,4,3,4
-0.44691,-0.58915,-0.23810,-0.09070,1.89507,0.46289,0.13435,-0.26371,-0.37384,-0.62571,2,1,3,3,3
-0.02498,-0.20559,-0.11107,-0.23083,-0.53802,-0.72677,-0.06194,-0.14641,-0.16231,-0.08178,1,2,2,2,2
-0.07772,0.00362,-0.08014,-0.12255,-0.61124,0.00578,-0.05847,-0.12201,-0.05547,-0.05787,1,2,2,2,2
-0.07772,-0.58915,-0.20634,-0.36320,-0.45354,0.19332,-0.05413,-0.24324,-0.30794,-0.50019,1,2,2,2,2
-0.07772,0.02106,-0.07643,-0.11548,-0.46481,0.58596,-0.06209,-0.10154,-0.00445,0.09753,1,2,2,2,2
-0.07772,-0.67632,-0.22490,-0.39858,0.42508,1.14856,-0.06527,-0.25032,-0.33770,-0.47030,1,2,2,2,2
-0.07772,-0.33635,-0.15252,-0.26055,-0.40848,0.00578,-0.05615,-0.18105,-0.20217,-0.29098,1,2,2,2,2
-0.07772,-0.08355,-0.09870,-0.15793,-0.20009,0.54494,-0.06078,-0.09918,-0.05813,0.07363,1,2,2,2,2
-0.13046,0.04721,-0.09045,-0.06283,-0.36906,0.89070,-0.06440,-0.10705,-0.01561,0.13938,1,2,2,2,2
-0.02498,-0.31891,-0.13788,-0.27224,-0.41975,0.19918,-0.06411,-0.16531,-0.16337,-0.11764,1,2,2,2,2
-0.07772,0.02106,-0.07643,-0.11548,-0.43101,0.33983,-0.06035,-0.09761,-0.02305,0.06765,1,2,2,2,2
0.02776,-0.03996,-0.05436,-0.19494,-0.62814,0.63871,-0.06585,-0.09918,0.05030,0.22306,1,2,2,2,2
-0.07772,-0.05740,-0.09313,-0.14732,-0.47607,0.37499,-0.06238,-0.12122,-0.05707,0.02581,1,2,2,2,2
