1484,8,10
0.58198,0.88848,-0.34665,-0.95720,-0.09759,-0.09913,-0.34418,-0.52792,1,3,2,6,6,5,4,5,5,6
-0.51089,1.37281,-0.23123,0.06431,-0.09759,-0.09913,0.52122,-0.52792,3,2,1,5,6,8,4,7,7,8
1.01913,0.96920,-0.11581,-0.81127,-0.09759,-0.09913,0.52122,-0.52792,2,3,1,6,4,5,6,3,7,7
0.58198,-0.48379,0.80754,-0.95720,-0.09759,-0.09913,0.69430,-0.52792,3,2,1,6,6,6,5,4,5,6
-0.58375,-0.48379,-0.23123,2.03438,-0.09759,-0.09913,-0.34418,-0.52792,1,3,2,6,6,6,5,6,4,6
0.07197,-0.80667,0.69212,-0.66534,-0.09759,6.50963,-0.17110,-0.52792,4,3,2,7,6,7,7,5,1,7
-0.00088,0.32343,-0.23123,2.83699,-0.09759,-0.09913,0.52122,-0.52792,1,2,2,3,3,3,3,3,3,3
-0.14660,-0.40306,1.03838,-0.44645,-0.09759,-0.09913,1.38661,0.59932,3,1,2,5,5,5,4,5,5,5
0.36341,0.00054,1.84631,0.72100,-0.09759,-0.09913,-0.17110,-0.52792,1,3,2,6,6,6,5,6,4,6
-0.72947,-0.88739,1.15380,-0.81127,-0.09759,-0.09913,1.38661,0.22357,3,1,2,7,7,6,5,4,7,7
-0.51089,-0.88739,0.46129,-0.37348,-0.09759,-0.09913,0.52122,-0.05824,3,2,1,6,6,6,5,4,6,6
-0.58375,-1.04884,1.03838,-0.44645,-0.09759,-0.09913,0.34814,0.12964,3,1,2,5,5,5,5,4,5,5
-0.72947,-0.64523,0.80754,0.64803,-0.09759,-0.09913,0.52122,-0.24611,3,1,2,7,7,7,4,5,6,7
0.72770,-0.80667,0.23045,1.45065,-0.09759,-0.09913,0.52122,-0.52792,2,3,1,5,4,5,4,4,4,5
1.16485,0.40415,-0.57748,-0.51941,-0.09759,-0.09913,-0.69033,-0.52792,3,2,1,8,6,4,5,7,8,8
-0.29232,-0.48379,0.23045,-1.10313,-0.09759,-0.09913,0.00198,-0.52792,3,2,1,7,7,7,6,4,5,7
-0.21946,-0.88739,-0.00039,-1.10313,-0.09759,-0.09913,-0.17110,1.16294,4,1,2,5,5,5,3,4,4,5
0.58198,-0.24162,0.46129,-1.10313,-0.09759,-0.09913,0.17506,-0.15217,4,1,2,6,6,6,5,3,5,6
-0.00088,-1.29100,0.57670,-0.37348,-0.09759,-0.09913,-0.17110,-0.52792,3,1,2,6,5,6,5,5,4,6
