16599,9,9
0.46758,-1.65887,-0.86944,-1.16074,-0.25942,-0.05128,1.09474,0.48058,-0.17487,9,8,7,6,1,3,2,4,5
1.44742,-1.26578,-0.16081,-1.07443,-0.67973,-0.29502,1.09474,0.87782,-0.17487,9,8,7,6,1,3,2,4,5
0.28746,0.73895,0.38677,0.82431,0.58118,0.19247,-0.79767,-0.15500,-0.17487,8,7,6,5,9,2,1,3,4
-1.24716,0.03140,-0.61176,0.65170,-0.36450,-0.05128,-0.60843,0.16279,-0.06954,9,8,7,6,1,3,2,4,5
-1.43809,-0.24376,-0.54734,-0.29767,-0.57465,-0.05128,-0.22995,0.24224,1.29972,9,8,7,6,1,3,2,4,5
-1.30480,-0.63685,-0.41849,-0.21137,-0.88988,-0.29502,0.52702,0.32169,-0.28020,5,9,8,7,1,3,2,4,6
0.00287,-1.18716,1.12762,-0.90182,-0.46957,-0.05128,0.90550,0.87782,-0.17487,5,4,3,2,9,7,6,8,1
0.84943,0.69964,-1.09492,0.04756,-1.31018,-0.29502,0.14853,0.87782,0.24644,9,8,7,6,1,3,2,4,5
-0.38979,1.01411,0.96656,0.82431,-1.52033,-0.29502,-0.79767,0.71893,-0.17487,9,8,7,6,1,3,2,4,5
-1.16431,0.38518,0.90214,0.65170,-0.15435,-0.05128,-0.70305,-0.63169,-0.17487,9,8,7,6,1,3,2,4,5
-0.81127,-0.75477,-0.45070,-0.21137,0.26595,-0.05128,0.24316,-0.47279,-0.06954,9,8,7,6,1,3,2,4,5
-0.33216,-1.85541,0.99877,0.30647,0.79133,0.19247,-0.32457,-0.47279,-0.17487,8,7,6,5,1,2,9,3,4
-0.55190,-1.97333,0.54783,0.39278,1.00148,0.19247,-0.60843,-1.02892,-0.06954,9,8,7,6,1,3,2,4,5
0.43155,-2.24849,-1.25597,-0.38398,-0.67973,-0.05128,0.62164,0.32169,-0.17487,9,8,7,6,2,3,1,4,5
0.22622,-1.54094,0.61225,0.39278,-1.62540,-0.29502,-0.32457,0.40114,-0.06954,9,8,7,6,1,3,2,4,5
-0.11241,-1.54094,0.64446,1.08323,-1.31018,-0.29502,-1.17615,-0.31390,-0.28020,9,8,7,6,1,3,2,4,5
-1.28319,-2.28780,0.12909,0.56539,-0.88988,-0.29502,-0.60843,-0.07555,-0.17487,9,8,7,6,1,3,2,4,5
0.25143,-2.83812,0.45119,-1.41966,-0.57465,-0.05128,1.66246,0.32169,-0.28020,8,4,3,2,9,6,5,7,1
1.39699,-2.36642,0.06467,-0.81551,-0.36450,-0.05128,0.81088,-0.39334,-0.06954,9,8,7,6,1,3,2,4,5
1.84729,-1.10855,-0.57955,-0.12506,-0.78480,-0.29502,0.14853,-0.31390,-0.06954,7,6,5,9,2,3,1,4,8
2.04542,-0.47961,-0.22523,-0.21137,-0.99495,-0.29502,0.43240,0.79837,-0.28020,5,4,3,1,6,8,7,9,2
-0.42942,0.97480,0.22572,1.16954,0.05580,-0.05128,-1.36539,-0.71113,-0.17487,9,8,7,6,1,3,2,4,5
-0.94816,0.58172,-0.38628,0.13386,-0.04927,-0.05128,-0.32457,-0.55224,0.24644,7,6,5,9,2,3,1,4,8
-0.42582,-0.08653,-0.61176,-0.29767,-0.99495,-0.29502,0.43240,0.00390,-0.06954,9,8,7,6,1,3,2,4,5
0.75937,-0.04722,0.16130,-0.81551,-1.31018,-0.29502,1.00012,0.63948,-0.17487,5,4,3,2,6,8,7,9,1
0.37752,0.77826,0.83772,0.30647,-0.04927,-0.05128,-0.41919,0.16279,-0.06954,8,4,3,2,9,6,5,7,1
-0.06918,0.85688,0.45119,0.47909,0.37103,-0.05128,-0.60843,-0.55224,-0.17487,9,8,7,6,1,3,2,4,5
-0.05117,0.77826,0.12909,-0.29767,0.58118,0.19247,0.81088,-0.47279,-0.91216,9,8,7,6,1,3,2,4,5
-0.41861,0.69964,-0.51513,0.65170,0.37103,-0.05128,-0.79767,-0.71113,-0.38552,5,9,8,7,1,3,2,4,6
-0.65637,0.62103,-0.51513,-0.81551,0.16088,-0.05128,-0.13533,0.48058,2.45833,5,4,3,1,6,8,7,9,2
0.40994,0.38518,0.54783,-0.72921,0.16088,-0.05128,0.71626,0.63948,-0.06954,5,4,3,1,6,8,7,9,2
0.56844,0.58172,0.83772,-0.21137,0.47610,0.19247,-0.04071,0.48058,0.56243,5,4,3,1,9,7,6,8,2
-0.80047,0.54241,-0.35407,0.65170,1.00148,0.19247,-0.98691,-0.63169,0.03579,9,8,7,6,1,3,2,4,5
-1.12108,0.22794,-0.67618,0.30647,0.68625,0.19247,-0.22995,-0.47279,-0.38552,9,8,7,6,1,3,2,4,5
-1.13909,-0.08653,-0.93386,-0.21137,0.37103,-0.05128,0.43240,-0.31390,-0.28020,3,5,4,9,2,6,1,7,8
0.76297,-0.32238,0.29014,-1.50596,-0.25942,-0.05128,1.66246,0.95727,-0.17487,5,3,4,1,6,8,7,9,2
1.42581,0.11002,0.90214,-0.64290,0.26595,-0.05128,0.62164,0.71893,0.56243,5,3,4,1,6,8,7,9,2
1.18805,0.62103,1.12762,0.39278,0.79133,0.19247,-0.89229,0.24224,1.08907,7,4,3,1,8,5,9,6,2
-1.15350,0.62103,-0.64397,0.91062,1.21163,0.19247,-1.27077,-0.71113,0.03579,9,8,7,6,1,3,2,4,5
-1.49573,-0.24376,-1.12713,-0.03875,0.26595,-0.05128,0.14853,-0.07555,-0.17487,6,5,4,3,1,8,7,9,2
0.54323,-1.02993,0.77330,-0.72921,-0.57465,-0.05128,0.81088,0.71893,-0.06954,5,4,3,1,6,8,7,9,2
-0.36458,-0.83339,1.06319,0.13386,-0.88988,-0.29502,-0.13533,0.48058,-0.06954,5,4,3,1,6,8,7,9,2
-0.15204,-0.99062,1.28867,-0.38398,0.05580,-0.05128,0.43240,0.24224,0.14112,5,4,3,1,9,7,6,8,2
-0.21688,-1.02993,0.96656,0.13386,0.58118,0.19247,-0.70305,-0.79058,0.45710,9,8,7,6,1,3,2,4,5
-0.24930,-1.14786,0.54783,-0.12506,0.89640,0.19247,0.14853,-0.47279,-0.49085,5,4,3,2,6,8,7,9,1
-0.25651,-1.30509,-0.70839,-0.12506,0.89640,0.19247,-0.04071,-0.87003,0.03579,9,8,7,6,1,3,2,4,5
-0.05477,-1.38371,-1.19155,-0.38398,0.37103,-0.05128,0.62164,-0.63169,-0.70151,9,8,7,6,1,3,2,4,5
1.10160,-0.16514,0.99877,-0.12506,-0.25942,-0.05128,0.14853,0.32169,-0.06954,5,4,3,1,6,8,7,9,2
0.56844,0.26725,0.61225,0.47909,0.58118,0.19247,-0.79767,-0.47279,-0.06954,5,4,3,2,6,8,7,9,1
-0.61314,0.26725,-1.03049,0.73801,0.37103,-0.05128,-0.98691,-1.18782,0.03579,9,8,7,6,1,3,2,4,5
-0.89053,0.11002,-1.35260,-0.90182,-0.04927,-0.05128,-0.13533,-0.55224,2.14235,9,8,7,6,1,3,2,4,5
-0.27452,-0.12584,-1.19155,-0.90182,-0.88988,-0.29502,1.09474,0.56003,-0.38552,4,3,2,6,7,8,1,9,5
1.23128,0.07071,-0.25744,-1.59227,-1.52033,-0.29502,1.85170,1.03672,0.24644,5,3,4,1,6,8,7,9,2
1.87611,0.38518,0.22572,-0.12506,-1.52033,-0.29502,0.52702,0.95727,-1.96544,5,4,3,1,6,8,7,9,2
2.02381,1.01411,0.74109,-0.12506,-1.31018,-0.29502,-0.04071,0.79837,0.56243,5,4,3,1,6,8,7,9,2
